Timestamp,Qgas,xch4,xco2,Sac,Spro,Sin,pH
2023-10-25 13:00:00,0.5740069647278112,0.6062903678052884,0.3967240182858231,1076.84,18.657799999999998,116.75099999999999,7.410056805554931
2023-10-25 14:00:00,0.9312172635251398,0.5879483159687655,0.40550641966678147,1091.5329714387842,37.55829321108183,116.82559030393517,7.299807406210293
2023-10-25 15:00:00,0.8788789724532629,0.579841861358377,0.4174283930054054,1094.9130090395818,49.07531877926583,116.76350161396824,7.302896601725268
2023-10-25 16:00:00,0.8362212938247285,0.5730002569598898,0.4267109907615199,1097.5567057199698,58.170753519585226,116.69872501265593,7.305114122036806
2023-10-25 17:00:00,0.8038414627076517,0.5669580644660422,0.4342166912885167,1100.0156066098825,65.6180716270867,116.63450544030957,7.3064627131061615
2023-10-25 18:00:00,0.7798021347570518,0.5615265821152775,0.4404509512592354,1102.427707707795,71.83034944567302,116.57076516038538,7.307114548694624
2023-10-25 19:00:00,0.7622033667939924,0.5566019899522102,0.44575146695250606,1104.849558295803,77.09477848678569,116.50738551516253,7.307247471414923
2023-10-25 20:00:00,0.7494400528000499,0.55212748056229,0.4503346588508865,1107.2923030408251,81.60631989465776,116.44429231164627,7.307016860392443
2023-10-25 21:00:00,0.7403610261814491,0.548069934100493,0.45433057753265405,1109.750017822862,85.48952969473173,116.38144301142518,7.306535260239936
2023-10-25 22:00:00,0.7341921223861722,0.544425967701624,0.45780780713534686,1112.2125256230854,88.81007169203441,116.31882020977332,7.305884802436727
2023-10-25 23:00:00,0.7298679071422549,0.5411235726860253,0.46089908128818224,1114.6663903001727,91.70854954040391,116.256378448642,7.305155158495881
2023-10-26 00:00:00,0.7269518713811581,0.5381552345191307,0.4636390075807262,1117.0984577553943,94.2235458611641,116.19411500202939,7.304390942102891
2023-10-26 01:00:00,0.725101965751049,0.5355025927792788,0.4660626127892726,1119.499026252231,96.39498872552734,116.13202429730875,7.303622929664737
2023-10-26 02:00:00,0.7239769847777745,0.5331391256818728,0.4682099296060735,1121.857838059961,98.26901847430166,116.07010041680698,7.302879238590196
2023-10-26 03:00:00,0.7233806175215667,0.5310439313202509,0.47010738662421364,1124.168211091362,99.87663529629963,116.0083406293262,7.302174287541428
2023-10-26 04:00:00,0.7231388759133611,0.5291934415413314,0.4717818248335434,1126.4238110154542,101.24928635348004,115.94674289411084,7.301519292285407
2023-10-26 05:00:00,0.7231270270835072,0.527565335384364,0.47325631470498014,1128.619648718302,102.4140150646013,115.88530616881907,7.300920573733759
2023-10-26 06:00:00,0.7232660944145128,0.5261404337886728,0.47454917377468064,1130.7522832518825,103.39215179513303,115.8240300341312,7.300380486248238
2023-10-26 07:00:00,0.7234870238626386,0.5248966515027763,0.4756805216826034,1132.8185319746362,104.2068847331174,115.76291433891384,7.299899324986346
2023-10-26 08:00:00,0.7237533852281627,0.5238180607673687,0.4766643588474849,1134.8166282245825,104.87418919446448,115.70195908315462,7.299475770157636
2023-10-26 09:00:00,0.7240389519405883,0.5228901207379278,0.4775132593215657,1136.7453109760406,105.40826592649155,115.64116421966428,7.299107789241922
2023-10-26 10:00:00,0.7243180382900132,0.5220931836350918,0.4782440211788211,1138.6034089496152,105.82789403134105,115.58052974895007,7.298791459231069
2023-10-26 11:00:00,0.7245821995543775,0.5214168187538373,0.4788655135716002,1140.390658635831,106.14287325601829,115.52005552214851,7.298524027915728
2023-10-26 12:00:00,0.7248245839634938,0.5208507904421423,0.4793864505476577,1142.1069471481828,106.36277255633568,115.45974129268455,7.298302600520483
2023-10-26 13:00:00,0.725038641913896,0.5203779429599819,0.4798215235020812,1143.752600185504,106.50359302663415,115.39958650451584,7.298121615837643
2023-10-26 14:00:00,0.7252231557102049,0.519998971465538,0.48016997998892574,1145.325845557648,106.56488973875298,115.33959512967802,7.29798156529445
2023-10-26 15:00:00,0.7253786352134076,0.5196942525231087,0.48044909311822226,1146.8312545777385,106.56456699643982,115.27975804349107,7.2978748276089105
2023-10-26 16:00:00,0.7255055082254929,0.5194584433473693,0.48066347045279484,1148.267859996952,106.50785853470974,115.22007854934189,7.297799282697175
2023-10-26 17:00:00,0.7256046433216439,0.5192875895011057,0.48081662141864995,1149.6361811559623,106.39849254617974,115.16055613753474,7.29775327295751
